username,timestamp,likes,comment_text,cleaned_tokens,tok_len,char_len,word_len
MrDonGrinch,2025-07-04T08:37:28Z,0,didnt find it either....,"['didnt', 'find', 'either']",3,24,4
VvvhCdsvc,2025-03-24T12:48:06Z,1,Hah Mr.beast ?what are you doing here,"['hah', 'beast']",2,37,7
Mo3yd,2025-04-20T08:34:05Z,0,I can&#39;t unsee it now,['unsee'],1,24,5
BibleSamurai,2025-03-20T01:19:00Z,1,i like his shirt,"['like', 'shirt']",2,16,4
HasnatMillion,2025-03-15T15:36:36Z,0,so interesting personality wao really was so confused about api but Mr api is next level,"['interesting', 'personality', 'wao', 'really', 'confused', 'api', 'api', 'next', 'level']",9,88,16
kelvinnot1073,2025-03-14T03:09:17Z,1,&quot;intRESTing data&quot;? I see what you did there,"['quot', 'intresting', 'data', 'quot', 'see']",5,53,8
Horrllanreywarju,2025-03-11T10:52:45Z,0,Hello guys was anyone able to access the Teachers note...The link is not working here,"['hello', 'guy', 'anyone', 'able', 'access', 'teacher', 'note', 'link', 'working']",9,85,15
KennethPhotography,2025-05-21T23:20:58Z,0,"The link still works for me, but now it says, &quot;This repository was archived by the owner on May 13, 2025. It is now read-only.&quot;","['link', 'still', 'work', 'say', 'quot', 'repository', 'archived', 'owner', 'may', 'read', 'quot']",11,137,25
emmanuelgrant312,2025-05-24T10:23:14Z,1,@KennethPhotography is it working for you now?,"['kennethphotography', 'working']",2,46,7
KennethPhotography,2025-05-26T01:32:51Z,0,"@emmanuelgrant312 Yes, still loads for me, with the message about it being archived and read-only.","['emmanuelgrant', 'yes', 'still', 'load', 'message', 'archived', 'read']",7,98,15
thunderbird91988,2025-03-06T11:41:34Z,0,"really nice.. thanks for sharing this course! <a href=""UCkszU2WH9gy1mb0dV-11UJg/rocket-red-countdown-liftoff""></a>","['really', 'nice', 'thanks', 'sharing', 'course', 'href', 'uckszu', 'ujg', 'rocket', 'red', 'countdown', 'liftoff']",12,114,9
vaibhavsaini2720,2025-03-05T02:35:31Z,0,we should use the &#39;faux API&#39; platform to create free unlimited storage and APIs,"['use', 'faux', 'api', 'platform', 'create', 'free', 'unlimited', 'storage', 'apis']",9,87,14
nanotech7,2025-02-26T09:19:44Z,5,"If Anybody watching  in Feb 2025 <br>and Stuck on  <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2346"">39:06</a> on Spotify Dev Mode  OAuth (Missing) <br><br>1) You don&#39;t need to Generate O Auth , The API create Auth Token itself . <br>You need to input only  q and type 👍<br><br>2)  If any body stuck 401 Error (49 :07)<br>- First Create Mobile App from Spotify Developer Dashboard <br>- Second You Can use Postman to get bearer token <br><br> (It helps Me in First two Step )<br>(<a href=""https://www.youtube.com/watch?v=N34BM2CU_3g"">https://www.youtube.com/watch?v=N34BM2CU_3g&amp;t=996s)</a><br><br>- Now you can copy Token Bearer paste in curl <br>- I am using window power shell for command <br><br>(But the output format is really bad format ) you can try another sources except command (worst for muti-line )","['anybody', 'watching', 'feb', 'stuck', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'spotify', 'dev', 'mode', 'oauth', 'missing', 'need', 'generate', 'auth', 'api', 'create', 'auth', 'token', 'need', 'input', 'type', 'body', 'stuck', 'error', 'first', 'create', 'mobile', 'app', 'spotify', 'developer', 'dashboard', 'second', 'use', 'postman', 'get', 'bearer', 'token', 'help', 'first', 'two', 'step', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'http', 'www', 'youtube', 'com', 'watch', 'amp', 'copy', 'token', 'bearer', 'paste', 'curl', 'using', 'window', 'power', 'shell', 'command', 'output', 'format', 'really', 'bad', 'format', 'try', 'another', 'source', 'except', 'command', 'worst', 'muti', 'line']",83,833,116
Curiousity22,2025-03-09T05:10:00Z,0,Thanks a lot!<br><br>Sth I want to add to this:<br>We can use Git Bash too..,"['thanks', 'lot', 'sth', 'want', 'add', 'use', 'git', 'bash']",8,76,14
DeltaSigma16,2025-02-22T20:18:10Z,0,The course is good BUT you should go straight on points...TOO MUCH USELESS BLA BLA BLA😢,"['course', 'good', 'straight', 'point', 'much', 'useless', 'bla', 'bla', 'bla']",9,87,16
larryhatcher8927,2025-06-04T18:43:01Z,0,I have a better name for it.  I call it bullshit.  Also  both Spotify and Twilio gave me a ton of problems.  This course is outdated and strays off course on almost every point,"['better', 'name', 'call', 'bullshit', 'also', 'spotify', 'twilio', 'gave', 'ton', 'problem', 'course', 'outdated', 'stray', 'course', 'almost', 'every', 'point']",17,176,34
venkengeert,2025-02-22T19:29:15Z,0,Where do U find the notes of this video that is discussed in the first few minutes of this video?,"['find', 'note', 'video', 'discussed', 'first', 'minute', 'video']",7,97,20
JenniferThomas-wz2qu,2025-02-20T12:20:30Z,0,Love this tutorial but I can access the notes,"['love', 'tutorial', 'access', 'note']",4,45,9
majellarohini,2025-02-19T04:59:26Z,2,I cannot find the console tab on Spotify for developers....what may I be doing wrong?,"['find', 'console', 'tab', 'spotify', 'developer', 'may', 'wrong']",7,85,15
mohamedshakeel146,2025-02-19T07:00:36Z,0,same here if you found so please put it down here it will be helpful,"['found', 'please', 'put', 'helpful']",4,68,15
shashwatpandey1075,2025-02-24T15:58:26Z,0,@mohamedshakeel146 they combined console with the documentation,"['mohamedshakeel', 'combined', 'console', 'documentation']",4,63,7
miransh,2025-02-16T19:31:33Z,0,Waste of my time. At 44 min he says hes using MAC! And he does no know Windows! Wow,"['waste', 'time', 'min', 'say', 'he', 'using', 'mac', 'know', 'window', 'wow']",10,83,19
guesswho5170,2025-02-13T16:31:42Z,1,This is one of the BEST educators on the web.  He doesn’t put me to sleep and actually makes sense.,"['one', 'best', 'educator', 'web', 'put', 'sleep', 'actually', 'make', 'sense']",9,99,20
MSC-JustinKJohnson,2025-02-11T19:14:10Z,0,Thank you so much🥰,"['thank', 'much']",2,18,4
aadarshsinghsolanki1203,2025-02-05T16:48:33Z,1,"Hy folks it&#39;s true, he is Veritasium&#39;s elder brother.","['folk', 'true', 'veritasium', 'elder', 'brother']",5,61,9
minriss9565,2025-02-05T15:44:55Z,1,"Unfortunately Twilio has massively downgraded their documentation :( It looks so nice and easy to use on the video, but now it is not user friendly, especally for beginners who would be the first ones to use it. A real shame ...","['unfortunately', 'twilio', 'massively', 'downgraded', 'documentation', 'look', 'nice', 'easy', 'use', 'video', 'user', 'friendly', 'especally', 'beginner', 'would', 'first', 'one', 'use', 'real', 'shame']",20,228,42
KennethPhotography,2025-05-21T23:25:42Z,0,"Yeah, it seems like most of the stuff that he talks about Twilio API collections at <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=6263"">1:44:23</a> is now gone, or at least set to Private...","['yeah', 'seems', 'like', 'stuff', 'talk', 'twilio', 'api', 'collection', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'gone', 'least', 'set', 'private']",21,203,27
Strategic_Momentum,2025-02-05T12:15:36Z,0,I got an error message code:21608 even though my number is verified. Is it possible its cos its a nigerian number? I rechecked and its verified on twilio,"['got', 'error', 'message', 'code', 'even', 'though', 'number', 'verified', 'possible', 'co', 'nigerian', 'number', 'rechecked', 'verified', 'twilio']",15,153,28
yahayaoyinkansola8258,2025-02-04T18:11:13Z,0,"This is really the best video to watch to understand API&#39;s properly, so well done and easy to follow","['really', 'best', 'video', 'watch', 'understand', 'api', 'properly', 'well', 'done', 'easy', 'follow']",11,104,19
CươngHà-d9c,2025-02-02T23:09:58Z,0,Đây là một bước tiến lớn của cuộc cách mạng giáo duc mình thấy thật tuyệt vời,"['duc', 'tuy']",2,77,17
tarajano1980,2025-02-01T15:03:14Z,0,"So neat images, icons and language. Easy to follow along","['neat', 'image', 'icon', 'language', 'easy', 'follow', 'along']",7,56,10
FTMML-pam,2025-01-29T16:42:45Z,0,this is awesome! thank you for making this free &lt;3,"['awesome', 'thank', 'making', 'free']",4,53,10
OliverwithAtwist,2025-01-29T06:43:30Z,0,Bro is a great teacher btw,"['bro', 'great', 'teacher', 'btw']",4,26,6
godparticle9349,2025-01-28T10:34:25Z,0,I wanna thank &quot;Beyonce&quot;...,"['wan', 'thank', 'quot', 'beyonce', 'quot']",5,36,4
DontCallMe-c6m,2025-01-27T21:14:44Z,9,"Love the content, but dude is a beyonce stan fr 😭😭😭😭","['love', 'content', 'dude', 'beyonce', 'stan']",5,52,11
bardankarki5090,2025-01-15T00:17:53Z,0,"Craig Dennis,sir, i love you and your way of teaching,feels so good to learn i am missinng my childhood teachers who used to teach like this and every concepts went deep down that lasts long. Thanks","['craig', 'dennis', 'sir', 'love', 'way', 'teaching', 'feel', 'good', 'learn', 'missinng', 'childhood', 'teacher', 'used', 'teach', 'like', 'every', 'concept', 'went', 'deep', 'last', 'long', 'thanks']",22,198,36
ZakkaWakka002,2025-01-14T22:13:00Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3426"">57:06</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,74,2
functioncode-official,2025-01-12T12:43:50Z,0,"Uniform Design! Not Uniform Interface! <a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=11019"">3:03:39</a>","['uniform', 'design', 'uniform', 'interface', 'href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",13,116,7
RoxanneGirol,2025-01-09T18:32:28Z,1,"@<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=4620"">1:17:00</a> <br>as someone Named Roxanne, I can safely speak for other Roxannes when I say we are super tired of people singing that song to us.","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'someone', 'named', 'roxanne', 'safely', 'speak', 'roxannes', 'say', 'super', 'tired', 'people', 'singing', 'song']",21,210,27
JozefKonradPlata,2025-01-09T14:04:53Z,1,"&quot;Thank you Spotify for beeing so inclusive.....&quot; blah, blah, blah. I feel sick hearing that crap.","['quot', 'thank', 'spotify', 'beeing', 'inclusive', 'quot', 'blah', 'blah', 'blah', 'feel', 'sick', 'hearing', 'crap']",13,107,16
dev_troy8903,2025-01-09T11:10:58Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=2952"">49:12</a> copy pasta 😂😂😂","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'copy', 'pasta']",11,89,5
functioncode-official,2025-01-12T12:49:27Z,0,🍝,[],0,1,1
bardankarki5090,2025-01-09T00:38:51Z,1,"i am exploring back end and i have used the API many times but still couldnt get the accurate grasp of it which overwhelms me, and i just have started this video and the amount of work that has been done in this video is outstanding,its friendly interactive and he explains in grass root which is my preferences to learn evrerthing, thanks to this channel and instructor.","['exploring', 'back', 'end', 'used', 'api', 'many', 'time', 'still', 'couldnt', 'get', 'accurate', 'grasp', 'overwhelms', 'started', 'video', 'amount', 'work', 'done', 'video', 'outstanding', 'friendly', 'interactive', 'explains', 'grass', 'root', 'preference', 'learn', 'evrerthing', 'thanks', 'channel', 'instructor']",31,371,67
AbuTalibHaidry,2025-01-07T22:19:02Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=830"">13:50</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,73,2
tirtharoy4542,2025-01-03T22:20:54Z,0,"More than an API course, this course feels like a deep dive into the Twilio website.","['api', 'course', 'course', 'feel', 'like', 'deep', 'dive', 'twilio', 'website']",9,84,16
Dark_Dante-Phreaker,2025-01-03T00:54:23Z,0,Great,['great'],1,5,1
vaidehirana3081,2025-01-02T14:29:33Z,0,i am not able to send messages  to my twilio phone number using my indian contact no ? has anybody faced the same issue if yes how did u resolve it ?,"['able', 'send', 'message', 'twilio', 'phone', 'number', 'using', 'indian', 'contact', 'anybody', 'faced', 'issue', 'yes', 'resolve']",14,149,32
TechKOFFI,2025-01-01T23:54:31Z,0,"Thank you very much Sir, it really helped me <a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>. Merci beaucoup 🙏🙏🙏","['thank', 'much', 'sir', 'really', 'helped', 'href', 'uckszu', 'ujg', 'mfy', 'jbfswjhl', 'pyoua', 'href', 'uckszu', 'ujg', 'mfy', 'jbfswjhl', 'pyoua', 'href', 'uckszu', 'ujg', 'mfy', 'jbfswjhl', 'pyoua', 'href', 'uckszu', 'ujg', 'mfy', 'jbfswjhl', 'pyoua', 'merci', 'beaucoup']",31,317,17
tekendrakhadka3083,2024-12-30T13:05:28Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=9355"">2:35:55</a> how did he sent the message ? Through the sms or what?","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'sent', 'message', 'sm']",12,131,14
vaidehirana3081,2025-01-02T14:28:26Z,0,"same i also want to know that, i am not able to send message as  these are us based nos and my verified no is +91 (INDIA) .","['also', 'want', 'know', 'able', 'send', 'message', 'based', 'no', 'verified', 'india']",10,123,28
fteagleeye1,2025-01-09T21:57:50Z,0,"Bro, I am also stuck in that. If anyone knows the answer please let me know","['bro', 'also', 'stuck', 'anyone', 'know', 'answer', 'please', 'let', 'know']",9,75,16
9Shiro0o,2024-12-30T09:29:07Z,0,Where‘s the link to the tutorial explaining how to make my own api?,"['link', 'tutorial', 'explaining', 'make', 'api']",5,67,13
pixelxsamurai,2024-12-30T00:22:09Z,0,"Truly amazing, It was truly amazing. Take a break and enjoy rest.","['truly', 'amazing', 'truly', 'amazing', 'take', 'break', 'enjoy', 'rest']",8,65,12
dennisuche3803,2024-12-29T00:18:10Z,0,"Thank you for the tutorial, but the teaching notes are not accessible. the links are not working.","['thank', 'tutorial', 'teaching', 'note', 'accessible', 'link', 'working']",7,97,17
tonydaytrades,2024-12-28T19:26:16Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=3361"">56:01</a> that was a horrible joke 😂","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp', 'horrible', 'joke']",11,101,8
chillvibes8082,2024-12-28T14:06:02Z,0,"wth, the ads are getting long and cant skip them","['wth', 'ad', 'getting', 'long', 'cant', 'skip']",6,48,10
raghavendramerugu,2024-12-23T18:34:30Z,0,"<a href=""https://www.youtube.com/watch?v=WXsD0ZgxjRw&amp;t=560"">9:20</a>","['href', 'http', 'www', 'youtube', 'com', 'watch', 'wxsd', 'zgxjrw', 'amp']",9,72,2
badi_music,2024-12-21T02:14:15Z,1,"The best way to understand the APIs is to talk about the Windows APIs.<br>If I make a desktop Application in which the user will open files, save or save as...and print or share...<br>It will be insane to write into my application all the code needed to make new application &quot;Common User Dialogue interfaces&quot; that opens or saves as; or prints..Or shares......<br>why should I do that while Windows provides small programs and routines and common dialogue Boxes that can do all that?<br>And all I have to do is to summon them from windows system. <br>One to open Any file...An other to save as and choose the output extension...An other to open the Print page or share or copy paste...<br>It wood be insane to rewrite similar &quot;tools&quot; or &quot;routines&quot; or name&#39;em what ever you want... They&#39;re just simple &quot;APIs.&quot;<br>They are programs that Windows provides for himself first, And for all any other tiers or user&#39;s programmed apps; To make life more easy for All.<br>And those are just a few samples from a Long list of APIs that Windows and tiers offer, Like a drop of water from a big ocean.","['best', 'way', 'understand', 'apis', 'talk', 'window', 'apis', 'make', 'desktop', 'application', 'user', 'open', 'file', 'save', 'save', 'print', 'share', 'insane', 'write', 'application', 'code', 'needed', 'make', 'new', 'application', 'quot', 'common', 'user', 'dialogue', 'interface', 'quot', 'open', 'save', 'print', 'share', 'window', 'provides', 'small', 'program', 'routine', 'common', 'dialogue', 'box', 'summon', 'window', 'system', 'one', 'open', 'file', 'save', 'choose', 'output', 'extension', 'open', 'print', 'page', 'share', 'copy', 'paste', 'wood', 'insane', 'rewrite', 'similar', 'quot', 'tool', 'quot', 'quot', 'routine', 'quot', 'name', 'ever', 'want', 'simple', 'quot', 'apis', 'quot', 'program', 'window', 'provides', 'first', 'tier', 'user', 'programmed', 'apps', 'make', 'life', 'easy', 'sample', 'long', 'list', 'apis', 'window', 'tier', 'offer', 'like', 'drop', 'water', 'big', 'ocean']",99,1138,188
